date,state,district,pincode,age_0_5,age_5_17,age_18_greater
23-09-2025,Odisha,Kalahandi,766017,1,0,0
23-09-2025,Odisha,Kalahandi,766018,2,1,0
23-09-2025,Odisha,Kalahandi,766023,3,3,0
23-09-2025,Odisha,Kalahandi,766101,0,1,0
23-09-2025,Odisha,Kalahandi,766103,0,1,0
23-09-2025,Odisha,Kandhamal,762022,1,0,0
23-09-2025,Odisha,Kandhamal,762100,4,0,0
23-09-2025,Odisha,Kendrapara,754141,0,1,0
23-09-2025,Odisha,Kendrapara,754209,1,0,0
23-09-2025,Odisha,Kendrapara,754217,1,0,0
23-09-2025,Odisha,Kendrapara,754223,1,0,0
23-09-2025,Odisha,Kendrapara,754225,1,0,0
23-09-2025,Odisha,Kendrapara,754289,1,0,0
23-09-2025,Odisha,Kendujhar,758013,2,0,0
23-09-2025,Odisha,Kendujhar,758015,4,0,0
23-09-2025,Odisha,Khorda,751018,1,0,0
23-09-2025,Odisha,Khorda,752050,6,0,0
23-09-2025,Odisha,Khordha,752027,1,0,0
23-09-2025,Odisha,Khordha,752064,0,1,0
23-09-2025,Odisha,Koraput,764002,11,1,0
23-09-2025,Odisha,Koraput,764004,1,0,0
23-09-2025,Odisha,Koraput,764041,1,0,0
23-09-2025,Odisha,Malkangiri,764044,0,1,0
23-09-2025,Odisha,Malkangiri,764045,1,0,0
23-09-2025,Odisha,Mayurbhanj,757020,1,0,0
23-09-2025,Odisha,Mayurbhanj,757030,0,1,0
23-09-2025,Odisha,Mayurbhanj,757031,1,1,0
23-09-2025,Odisha,Mayurbhanj,757034,1,0,0
23-09-2025,Odisha,Mayurbhanj,757037,0,2,0
23-09-2025,Odisha,Mayurbhanj,757050,1,0,0
23-09-2025,Odisha,Nabarangapur,764071,4,1,0
23-09-2025,Odisha,Nabarangapur,764072,4,1,0
23-09-2025,Odisha,Nayagarh,752024,0,1,0
23-09-2025,Odisha,Nayagarh,752084,4,0,0
23-09-2025,Odisha,Nayagarh,752094,1,0,0
23-09-2025,Odisha,Nuapada,766106,2,1,0
23-09-2025,Odisha,Nuapada,766108,4,2,0
23-09-2025,Odisha,Puri,752002,3,1,0
23-09-2025,Odisha,Puri,752011,4,2,0
23-09-2025,Odisha,Puri,752030,0,1,0
23-09-2025,Odisha,Puri,752105,1,0,0
23-09-2025,Odisha,Puri,752106,3,0,0
23-09-2025,Odisha,Puri,752109,7,0,0
23-09-2025,Odisha,Puri,752116,1,0,0
23-09-2025,Odisha,Rayagada,765015,7,3,0
23-09-2025,Odisha,Sonapur,767023,2,0,0
23-09-2025,Odisha,Sonapur,767062,1,0,0
23-09-2025,Odisha,Subarnapur,767019,1,0,0
23-09-2025,Odisha,Subarnapur,767045,2,0,0
23-09-2025,Odisha,Sundargarh,770016,0,1,0
23-09-2025,Odisha,Sundargarh,770033,2,0,0
23-09-2025,Odisha,Sundergarh,769003,2,1,0
23-09-2025,Odisha,Sundergarh,770002,1,0,0
23-09-2025,Odisha,Sundergarh,770034,2,0,0
23-09-2025,Odisha,Sundergarh,770037,4,1,0
23-09-2025,Odisha,Sundergarh,770040,5,2,0
23-09-2025,Odisha,Sundergarh,770043,4,0,0
23-09-2025,Orissa,Balangir,767066,0,1,0
23-09-2025,Orissa,Dhenkanal,759015,0,2,0
23-09-2025,Orissa,Khordha,751003,2,0,0
23-09-2025,Orissa,Khordha,752056,1,0,0
23-09-2025,Orissa,Nayagarh,752081,1,0,0
23-09-2025,Orissa,Puri,752060,1,0,0
23-09-2025,Orissa,Rayagada,765017,9,0,0
23-09-2025,Orissa,Sundargarh,769002,1,0,0
23-09-2025,Orissa,Sundargarh,770033,1,0,0
23-09-2025,Pondicherry,Pondicherry,607402,2,0,0
23-09-2025,Puducherry,Puducherry,605010,1,0,0
23-09-2025,Punjab,Amritsar,143008,1,1,0
23-09-2025,Punjab,Amritsar,143112,2,0,0
23-09-2025,Punjab,Amritsar,143601,3,0,0
23-09-2025,Punjab,Amritsar,143606,4,0,0
23-09-2025,Punjab,Barnala,148105,4,1,0
23-09-2025,Punjab,Bathinda,148109,1,0,0
23-09-2025,Punjab,Bathinda,151001,15,1,0
23-09-2025,Punjab,Bathinda,151103,7,0,0
23-09-2025,Punjab,Bathinda,151108,1,0,0
23-09-2025,Punjab,Faridkot,151202,4,0,0
23-09-2025,Punjab,Fazilka,152033,2,0,0
23-09-2025,Punjab,Fazilka,152116,7,2,0
23-09-2025,Punjab,Fazilka,152128,1,0,0
23-09-2025,Punjab,Ferozepur,152001,0,1,0
23-09-2025,Punjab,Ferozepur,152002,3,1,0
23-09-2025,Punjab,Ferozepur,152004,0,1,0
23-09-2025,Punjab,Ferozepur,152021,1,0,0
23-09-2025,Punjab,Ferozepur,152024,1,0,0
23-09-2025,Punjab,Firozpur,142047,2,0,0
23-09-2025,Punjab,Gurdaspur,143521,5,0,0
23-09-2025,Punjab,Gurdaspur,143527,2,0,0
23-09-2025,Punjab,Gurdaspur,143528,1,0,0
23-09-2025,Punjab,Gurdaspur,143602,1,0,0
23-09-2025,Punjab,Hoshiarpur,144527,1,0,0
23-09-2025,Punjab,Hoshiarpur,144532,1,0,0
23-09-2025,Punjab,Hoshiarpur,146024,1,0,0
23-09-2025,Punjab,Hoshiarpur,146111,2,0,0
23-09-2025,Punjab,Jalandhar,144023,4,0,0
23-09-2025,Punjab,Jalandhar,144024,0,1,0
23-09-2025,Punjab,Jalandhar,144025,1,0,0
23-09-2025,Punjab,Jalandhar,144036,1,0,0
23-09-2025,Punjab,Jalandhar,144301,1,0,0
23-09-2025,Punjab,Jalandhar,144630,1,0,0
23-09-2025,Punjab,Jalandhar,144806,0,0,1
23-09-2025,Punjab,Kapurthala,144804,2,0,0
23-09-2025,Punjab,Ludhiana,141001,18,3,1
23-09-2025,Punjab,Ludhiana,141006,1,0,0
23-09-2025,Punjab,Ludhiana,141007,12,4,0
23-09-2025,Punjab,Ludhiana,141015,6,2,0
23-09-2025,Punjab,Ludhiana,141016,0,1,0
23-09-2025,Punjab,Ludhiana,141103,1,0,0
23-09-2025,Punjab,Ludhiana,141108,2,0,0
23-09-2025,Punjab,Ludhiana,141117,1,0,0
23-09-2025,Punjab,Ludhiana,141121,0,1,0
23-09-2025,Punjab,Ludhiana,141422,1,0,0
23-09-2025,Punjab,Ludhiana,142030,2,0,0
23-09-2025,Punjab,Ludhiana,142033,2,0,0
23-09-2025,Punjab,Mansa,151502,1,0,0
23-09-2025,Punjab,Mansa,151507,3,0,0
23-09-2025,Punjab,Moga,142054,1,0,0
23-09-2025,Punjab,Moga,142055,1,0,0
23-09-2025,Punjab,Muktsar,152101,2,1,0
23-09-2025,Punjab,Muktsar,152107,3,0,0
23-09-2025,Punjab,Nawanshahr,144522,1,0,0
23-09-2025,Punjab,Pathankot,145022,1,0,0
23-09-2025,Punjab,Patiala,140401,4,0,0
23-09-2025,Punjab,Patiala,147003,1,0,0
23-09-2025,Punjab,Rupnagar,140116,1,0,0
23-09-2025,Punjab,Rupnagar,140119,2,0,0
23-09-2025,Punjab,S.A.S Nagar(Mohali),140603,1,0,0
23-09-2025,Punjab,SAS Nagar (Mohali),140109,1,0,0
23-09-2025,Punjab,SAS Nagar (Mohali),140306,3,0,0
23-09-2025,Punjab,SAS Nagar (Mohali),140603,3,1,0
23-09-2025,Punjab,SAS Nagar (Mohali),140901,1,0,0
23-09-2025,Punjab,SAS Nagar (Mohali),160103,2,0,0
23-09-2025,Punjab,Sangrur,148023,2,0,0
23-09-2025,Punjab,Shaheed Bhagat Singh Nagar,144503,0,1,0
23-09-2025,Punjab,Shaheed Bhagat Singh Nagar,144517,1,0,0
23-09-2025,Punjab,Shaheed Bhagat Singh Nagar,144525,2,0,0
23-09-2025,Punjab,Sri Muktsar Sahib,152026,6,1,0
23-09-2025,Punjab,Tarn Taran,143117,1,0,0
23-09-2025,Punjab,Tarn Taran,143118,1,0,0
23-09-2025,Punjab,Tarn Taran,143305,4,1,0
23-09-2025,Punjab,Tarn Taran,143414,1,0,0
23-09-2025,Punjab,Tarn Taran,143419,4,0,0
23-09-2025,Rajasthan,Ajmer,305012,1,0,0
23-09-2025,Rajasthan,Ajmer,305025,2,0,0
23-09-2025,Rajasthan,Ajmer,305406,1,0,0
23-09-2025,Rajasthan,Ajmer,305408,1,0,0
23-09-2025,Rajasthan,Ajmer,305412,1,1,0
23-09-2025,Rajasthan,Ajmer,305601,2,1,0
23-09-2025,Rajasthan,Ajmer,305802,2,0,0
23-09-2025,Rajasthan,Ajmer,305812,1,0,0
23-09-2025,Rajasthan,Ajmer,305922,1,1,0
23-09-2025,Rajasthan,Ajmer,305926,2,1,0
23-09-2025,Rajasthan,Alwar,301001,18,17,0
23-09-2025,Rajasthan,Alwar,301020,1,0,0
23-09-2025,Rajasthan,Alwar,301401,0,4,0
23-09-2025,Rajasthan,Alwar,301402,7,14,0
23-09-2025,Rajasthan,Alwar,301410,0,1,0
23-09-2025,Rajasthan,Alwar,301412,5,3,0
23-09-2025,Rajasthan,Alwar,301604,2,4,0
23-09-2025,Rajasthan,Alwar,301702,2,0,0
23-09-2025,Rajasthan,Alwar,301704,4,2,0
23-09-2025,Rajasthan,Alwar,301709,2,1,0
23-09-2025,Rajasthan,Alwar,321605,8,5,0
23-09-2025,Rajasthan,Banswara,327025,4,1,0
23-09-2025,Rajasthan,Banswara,327032,6,2,0
23-09-2025,Rajasthan,Banswara,327602,4,15,0
23-09-2025,Rajasthan,Baran,325202,1,4,0
23-09-2025,Rajasthan,Barmer,344021,2,4,0
23-09-2025,Rajasthan,Barmer,344034,14,5,0
23-09-2025,Rajasthan,Barmer,344037,5,2,0
23-09-2025,Rajasthan,Barmer,344703,4,4,0
23-09-2025,Rajasthan,Barmer,344708,1,1,0
23-09-2025,Rajasthan,Bharatpur,321001,10,20,0
23-09-2025,Rajasthan,Bharatpur,321614,1,1,0
23-09-2025,Rajasthan,Bharatpur,321642,1,1,0
23-09-2025,Rajasthan,Bhilwara,311201,1,1,0
23-09-2025,Rajasthan,Bhilwara,311202,3,1,0
23-09-2025,Rajasthan,Bhilwara,311301,10,1,0
23-09-2025,Rajasthan,Bhilwara,311402,1,3,0
23-09-2025,Rajasthan,Bhilwara,311602,0,4,0
23-09-2025,Rajasthan,Bhilwara,311605,2,3,0
23-09-2025,Rajasthan,Bhilwara,311803,0,2,0
23-09-2025,Rajasthan,Bikaner,331803,18,22,0
23-09-2025,Rajasthan,Bikaner,331811,0,2,1
23-09-2025,Rajasthan,Bikaner,334003,1,0,0
23-09-2025,Rajasthan,Bikaner,334022,1,2,0
23-09-2025,Rajasthan,Bikaner,334201,1,6,0
23-09-2025,Rajasthan,Bikaner,334303,6,4,0
23-09-2025,Rajasthan,Bundi,323024,2,1,0
23-09-2025,Rajasthan,Bundi,323602,1,0,0
23-09-2025,Rajasthan,Bundi,323801,1,1,0
23-09-2025,Rajasthan,Chittorgarh,312201,1,0,0
23-09-2025,Rajasthan,Chittorgarh,312202,0,1,0
23-09-2025,Rajasthan,Chittorgarh,312401,1,0,0
23-09-2025,Rajasthan,Chittorgarh,312402,2,0,0
23-09-2025,Rajasthan,Chittorgarh,312404,0,1,0
23-09-2025,Rajasthan,Chittorgarh,312901,0,5,0
23-09-2025,Rajasthan,Chittorgarh,323304,0,1,0
23-09-2025,Rajasthan,Churu,331021,1,0,0
23-09-2025,Rajasthan,Churu,331022,5,4,0
23-09-2025,Rajasthan,Churu,331029,1,1,0
23-09-2025,Rajasthan,Churu,331302,1,1,0
23-09-2025,Rajasthan,Churu,331505,2,0,0
23-09-2025,Rajasthan,Dausa,303323,1,0,0
23-09-2025,Rajasthan,Dausa,303325,1,1,0
23-09-2025,Rajasthan,Dausa,303327,2,0,0
23-09-2025,Rajasthan,Dausa,321612,2,0,0
23-09-2025,Rajasthan,Dausa,322240,1,1,0
23-09-2025,Rajasthan,Dholpur,328021,8,3,0
23-09-2025,Rajasthan,Dholpur,328027,11,4,0
23-09-2025,Rajasthan,Dungarpur,314028,2,1,0
23-09-2025,Rajasthan,Dungarpur,314032,2,2,0
23-09-2025,Rajasthan,Dungarpur,314402,2,3,0
23-09-2025,Rajasthan,Ganganagar,335001,8,3,0
23-09-2025,Rajasthan,Ganganagar,335051,1,3,0
23-09-2025,Rajasthan,Hanumangarh,335501,1,0,0
23-09-2025,Rajasthan,Hanumangarh,335803,3,2,0
23-09-2025,Rajasthan,Jaipur,302017,8,0,0
23-09-2025,Rajasthan,Jaipur,302021,3,4,0
23-09-2025,Rajasthan,Jaipur,302026,0,3,0
23-09-2025,Rajasthan,Jaipur,303005,0,2,0
23-09-2025,Rajasthan,Jaipur,303007,2,1,0
23-09-2025,Rajasthan,Jaipur,303105,2,2,0
23-09-2025,Rajasthan,Jaipur,303110,1,0,0
23-09-2025,Rajasthan,Jaipur,303119,1,0,0
23-09-2025,Rajasthan,Jaipur,303712,2,3,0
23-09-2025,Rajasthan,Jaisalmer,345021,0,5,0
23-09-2025,Rajasthan,Jalor,307030,3,0,0
23-09-2025,Rajasthan,Jalor,343001,4,3,0
23-09-2025,Rajasthan,Jalor,343022,6,4,0
23-09-2025,Rajasthan,Jalor,343027,2,9,0
23-09-2025,Rajasthan,Jalor,343039,1,1,0
23-09-2025,Rajasthan,Jalor,343042,1,1,0
23-09-2025,Rajasthan,Jalor,343049,0,3,0
23-09-2025,Rajasthan,Jhalawar,326001,14,4,0
23-09-2025,Rajasthan,Jhalawar,326501,0,1,0
23-09-2025,Rajasthan,Jhalawar,326515,1,0,0
23-09-2025,Rajasthan,Jhunjhunu,333026,2,2,0
23-09-2025,Rajasthan,Jhunjhunun,333023,3,0,0
23-09-2025,Rajasthan,Jhunjhunun,333036,4,0,0
23-09-2025,Rajasthan,Jhunjhunun,333503,4,1,0
23-09-2025,Rajasthan,Jodhpur,342006,1,1,0
23-09-2025,Rajasthan,Jodhpur,342022,8,2,0
23-09-2025,Rajasthan,Jodhpur,342024,2,1,0
23-09-2025,Rajasthan,Jodhpur,342028,8,1,0
23-09-2025,Rajasthan,Jodhpur,342303,9,3,0
23-09-2025,Rajasthan,Karauli,322204,0,1,0
23-09-2025,Rajasthan,Karauli,322213,0,2,0
23-09-2025,Rajasthan,Karauli,322218,2,3,0
23-09-2025,Rajasthan,Karauli,322234,2,3,0
23-09-2025,Rajasthan,Karauli,322241,2,2,0
23-09-2025,Rajasthan,Karauli,322242,0,2,0
23-09-2025,Rajasthan,Karauli,322249,1,0,0
23-09-2025,Rajasthan,Kota,324004,1,0,0
23-09-2025,Rajasthan,Kota,324007,3,1,0
23-09-2025,Rajasthan,Kota,324009,2,0,0
23-09-2025,Rajasthan,Kota,325204,0,2,0
23-09-2025,Rajasthan,Nagaur,341022,0,1,0
23-09-2025,Rajasthan,Nagaur,341304,3,1,0
23-09-2025,Rajasthan,Nagaur,341305,0,1,0
23-09-2025,Rajasthan,Nagaur,341318,1,1,0
23-09-2025,Rajasthan,Nagaur,341508,6,5,0
23-09-2025,Rajasthan,Nagaur,341515,2,0,0
23-09-2025,Rajasthan,Nagaur,341519,2,4,0
23-09-2025,Rajasthan,Nagaur,341533,1,0,0
23-09-2025,Rajasthan,Nagaur,342902,4,0,0
23-09-2025,Rajasthan,Pali,306104,0,4,0
23-09-2025,Rajasthan,Pali,306105,0,1,0
23-09-2025,Rajasthan,Pali,306115,1,2,0
23-09-2025,Rajasthan,Pali,306304,1,1,0
23-09-2025,Rajasthan,Pali,306401,12,9,0
23-09-2025,Rajasthan,Pali,306702,2,0,0
23-09-2025,Rajasthan,Pali,306703,4,0,0
23-09-2025,Rajasthan,Pratapgarh,327026,3,0,0
23-09-2025,Rajasthan,Rajsamand,313207,0,1,0
23-09-2025,Rajasthan,Rajsamand,313301,3,3,0
23-09-2025,Rajasthan,Rajsamand,313327,3,0,0
23-09-2025,Rajasthan,Rajsamand,313330,1,1,0
23-09-2025,Rajasthan,Sawai Madhopur,322021,1,1,0
23-09-2025,Rajasthan,Sawai Madhopur,322025,0,3,0
23-09-2025,Rajasthan,Sawai Madhopur,322028,0,1,0
23-09-2025,Rajasthan,Sawai Madhopur,322034,3,0,0
23-09-2025,Rajasthan,Sawai Madhopur,322201,2,4,0
23-09-2025,Rajasthan,Sawai Madhopur,322211,0,3,0
23-09-2025,Rajasthan,Sawai Madhopur,322219,2,2,0
23-09-2025,Rajasthan,Sawai Madhopur,322702,1,0,0
23-09-2025,Rajasthan,Sikar,332041,3,0,0
23-09-2025,Rajasthan,Sikar,332042,0,1,0
23-09-2025,Rajasthan,Sikar,332317,0,1,0
23-09-2025,Rajasthan,Sikar,332401,2,0,0
23-09-2025,Rajasthan,Sikar,332402,0,1,0
23-09-2025,Rajasthan,Sikar,332701,7,1,0
23-09-2025,Rajasthan,Sikar,332707,1,0,0
23-09-2025,Rajasthan,Sikar,332709,0,4,0
23-09-2025,Rajasthan,Sikar,332713,2,0,0
23-09-2025,Rajasthan,Sirohi,307023,1,2,0
23-09-2025,Rajasthan,Sirohi,307024,0,16,0
23-09-2025,Rajasthan,Sirohi,307802,3,0,0
23-09-2025,Rajasthan,Tonk,304023,2,1,0
23-09-2025,Rajasthan,Tonk,304024,3,3,0
23-09-2025,Rajasthan,Tonk,304507,1,3,0
23-09-2025,Rajasthan,Tonk,304802,0,2,0
23-09-2025,Rajasthan,Udaipur,313011,1,2,0
23-09-2025,Rajasthan,Udaipur,313026,0,2,0
23-09-2025,Rajasthan,Udaipur,313205,1,0,0
23-09-2025,Rajasthan,Udaipur,313601,3,0,0
23-09-2025,Rajasthan,Udaipur,313602,1,2,0
23-09-2025,Rajasthan,Udaipur,313604,6,4,0
23-09-2025,Rajasthan,Udaipur,313702,2,3,0
23-09-2025,Rajasthan,Udaipur,313801,6,7,0
23-09-2025,Sikkim,East,737133,0,1,0
23-09-2025,Sikkim,East Sikkim,737102,0,1,0
23-09-2025,Sikkim,East Sikkim,737131,0,1,0
23-09-2025,Sikkim,South,737134,0,1,0
23-09-2025,Tamil Nadu,Ariyalur,612903,3,0,0
23-09-2025,Tamil Nadu,Ariyalur,621716,1,0,0
23-09-2025,Tamil Nadu,Ariyalur,621803,2,0,0
23-09-2025,Tamil Nadu,Chengalpattu,603209,1,0,0
23-09-2025,Tamil Nadu,Chennai,600011,5,1,0
23-09-2025,Tamil Nadu,Chennai,600014,4,0,0
23-09-2025,Tamil Nadu,Chennai,600028,4,0,0
23-09-2025,Tamil Nadu,Chennai,600093,2,0,0
23-09-2025,Tamil Nadu,Chennai,600118,2,2,0
23-09-2025,Tamil Nadu,Coimbatore,638459,1,0,0
23-09-2025,Tamil Nadu,Coimbatore,641010,3,0,0
23-09-2025,Tamil Nadu,Coimbatore,641016,2,0,0
23-09-2025,Tamil Nadu,Coimbatore,641021,1,0,0
23-09-2025,Tamil Nadu,Coimbatore,641036,1,0,0
23-09-2025,Tamil Nadu,Coimbatore,641038,1,0,0
23-09-2025,Tamil Nadu,Coimbatore,641041,2,0,0
23-09-2025,Tamil Nadu,Coimbatore,641046,1,0,0
23-09-2025,Tamil Nadu,Coimbatore,641049,1,0,0
23-09-2025,Tamil Nadu,Coimbatore,641407,1,0,0
23-09-2025,Tamil Nadu,Coimbatore,641659,3,1,0
23-09-2025,Tamil Nadu,Coimbatore,642202,1,0,0
23-09-2025,Tamil Nadu,Cuddalore,605110,1,0,0
23-09-2025,Tamil Nadu,Cuddalore,606001,7,0,0
23-09-2025,Tamil Nadu,Cuddalore,606303,4,1,0
23-09-2025,Tamil Nadu,Cuddalore,608201,1,0,0
23-09-2025,Tamil Nadu,Cuddalore,608401,1,0,0
23-09-2025,Tamil Nadu,Cuddalore,608704,1,0,0
23-09-2025,Tamil Nadu,Dharmapuri,635123,1,0,0
23-09-2025,Tamil Nadu,Dharmapuri,635301,2,0,0
23-09-2025,Tamil Nadu,Dharmapuri,636808,6,2,0
23-09-2025,Tamil Nadu,Dharmapuri,636904,1,0,0
23-09-2025,Tamil Nadu,Dindigul,624302,1,0,0
23-09-2025,Tamil Nadu,Dindigul,624303,1,1,0
23-09-2025,Tamil Nadu,Dindigul,624307,1,0,0
23-09-2025,Tamil Nadu,Dindigul,624601,3,1,0
23-09-2025,Tamil Nadu,Dindigul,624616,1,0,0
23-09-2025,Tamil Nadu,Dindigul,624617,1,0,0
23-09-2025,Tamil Nadu,Dindigul,624618,1,0,0
23-09-2025,Tamil Nadu,Dindigul,624620,3,0,0
23-09-2025,Tamil Nadu,Dindigul,624702,0,2,0
23-09-2025,Tamil Nadu,Dindigul,624707,1,0,0
23-09-2025,Tamil Nadu,Erode,638001,0,1,0
23-09-2025,Tamil Nadu,Erode,638104,1,0,0
23-09-2025,Tamil Nadu,Erode,638311,5,1,0
23-09-2025,Tamil Nadu,Erode,638451,2,0,0
23-09-2025,Tamil Nadu,Erode,638453,1,0,0
23-09-2025,Tamil Nadu,Erode,638462,1,0,0
23-09-2025,Tamil Nadu,Erode,638476,1,3,0
23-09-2025,Tamil Nadu,Kallakurichi,606107,1,0,0
23-09-2025,Tamil Nadu,Kancheepuram,600045,3,3,0
23-09-2025,Tamil Nadu,Kancheepuram,600048,5,6,0
23-09-2025,Tamil Nadu,Kancheepuram,600059,2,0,0
23-09-2025,Tamil Nadu,Kancheepuram,600088,1,0,0
23-09-2025,Tamil Nadu,Kancheepuram,602108,0,1,0
23-09-2025,Tamil Nadu,Kancheepuram,603101,2,0,0
23-09-2025,Tamil Nadu,Kancheepuram,603201,2,0,0
23-09-2025,Tamil Nadu,Kancheepuram,603209,2,0,0
23-09-2025,Tamil Nadu,Kancheepuram,603210,2,0,0
23-09-2025,Tamil Nadu,Kancheepuram,603308,1,0,0
23-09-2025,Tamil Nadu,Kancheepuram,603405,1,0,0
23-09-2025,Tamil Nadu,Kancheepuram,631502,8,3,0
23-09-2025,Tamil Nadu,Kanniyakumari,629101,1,0,0
23-09-2025,Tamil Nadu,Kanniyakumari,629164,1,0,0
23-09-2025,Tamil Nadu,Kanniyakumari,629193,2,0,0
23-09-2025,Tamil Nadu,Kanyakumari,629151,1,0,0
23-09-2025,Tamil Nadu,Kanyakumari,629173,1,0,0
23-09-2025,Tamil Nadu,Kanyakumari,629251,1,0,0
23-09-2025,Tamil Nadu,Kanyakumari,629403,1,0,0
23-09-2025,Tamil Nadu,Kanyakumari,629703,1,0,0
23-09-2025,Tamil Nadu,Kanyakumari,629802,1,0,0
23-09-2025,Tamil Nadu,Kanyakumari,629803,1,0,0
23-09-2025,Tamil Nadu,Karur,639103,1,0,0
23-09-2025,Tamil Nadu,Karur,639104,1,0,0
23-09-2025,Tamil Nadu,Karur,639105,2,0,0
23-09-2025,Tamil Nadu,Karur,639107,2,0,0
23-09-2025,Tamil Nadu,Karur,639108,2,0,0
23-09-2025,Tamil Nadu,Karur,639119,1,0,0
23-09-2025,Tamil Nadu,Krishnagiri,635101,1,0,0
23-09-2025,Tamil Nadu,Krishnagiri,635102,4,1,0
23-09-2025,Tamil Nadu,Krishnagiri,635106,1,0,0
23-09-2025,Tamil Nadu,Krishnagiri,635107,5,0,0
23-09-2025,Tamil Nadu,Krishnagiri,635109,3,0,0
23-09-2025,Tamil Nadu,Krishnagiri,635110,3,0,0
23-09-2025,Tamil Nadu,Krishnagiri,635112,1,0,0
23-09-2025,Tamil Nadu,Krishnagiri,635118,1,0,0
23-09-2025,Tamil Nadu,Krishnagiri,635120,1,0,0
23-09-2025,Tamil Nadu,Krishnagiri,635122,2,1,0
23-09-2025,Tamil Nadu,Krishnagiri,635201,2,0,0
23-09-2025,Tamil Nadu,Krishnagiri,636902,0,1,0
23-09-2025,Tamil Nadu,Madurai,625003,1,0,0
23-09-2025,Tamil Nadu,Madurai,625004,1,0,0
23-09-2025,Tamil Nadu,Madurai,625005,1,0,0
23-09-2025,Tamil Nadu,Madurai,625105,1,1,0
23-09-2025,Tamil Nadu,Madurai,625107,3,0,0
23-09-2025,Tamil Nadu,Madurai,625201,4,0,0
23-09-2025,Tamil Nadu,Madurai,625514,0,1,0
23-09-2025,Tamil Nadu,Madurai,625701,1,0,0
23-09-2025,Tamil Nadu,Nagapattinam,609105,1,1,0
23-09-2025,Tamil Nadu,Nagapattinam,609107,1,0,0
23-09-2025,Tamil Nadu,Nagapattinam,609301,0,1,0
23-09-2025,Tamil Nadu,Nagapattinam,609304,2,0,0
23-09-2025,Tamil Nadu,Nagapattinam,611103,1,1,0
23-09-2025,Tamil Nadu,Nagapattinam,611111,1,0,0
23-09-2025,Tamil Nadu,Nagapattinam,612203,1,0,0
23-09-2025,Tamil Nadu,Nagapattinam,614707,2,0,0
23-09-2025,Tamil Nadu,Nagapattinam,614711,1,0,0
23-09-2025,Tamil Nadu,Nagapattinam,614714,1,0,0
23-09-2025,Tamil Nadu,Nagapattinam,614808,1,0,0
23-09-2025,Tamil Nadu,Nagapattinam,614809,1,0,0
23-09-2025,Tamil Nadu,Namakkal,637001,3,0,0
23-09-2025,Tamil Nadu,Namakkal,637013,2,0,0
23-09-2025,Tamil Nadu,Namakkal,637201,2,1,0
23-09-2025,Tamil Nadu,Namakkal,637401,2,0,0
23-09-2025,Tamil Nadu,Namakkal,637403,1,0,0
23-09-2025,Tamil Nadu,Namakkal,637407,0,1,0
23-09-2025,Tamil Nadu,Namakkal,637408,2,0,0
23-09-2025,Tamil Nadu,Namakkal,638006,1,0,0
23-09-2025,Tamil Nadu,Perambalur,621106,5,0,0
23-09-2025,Tamil Nadu,Perambalur,621108,2,0,0
23-09-2025,Tamil Nadu,Perambalur,621117,4,0,0
23-09-2025,Tamil Nadu,Pudukkottai,614805,1,0,0
23-09-2025,Tamil Nadu,Pudukkottai,614902,0,1,0
23-09-2025,Tamil Nadu,Pudukkottai,622004,2,0,0
23-09-2025,Tamil Nadu,Pudukkottai,622102,3,6,0
23-09-2025,Tamil Nadu,Pudukkottai,622202,2,0,0
23-09-2025,Tamil Nadu,Pudukkottai,622501,2,0,0
23-09-2025,Tamil Nadu,Pudukkottai,622504,3,1,0
23-09-2025,Tamil Nadu,Pudukkottai,622506,2,0,0
23-09-2025,Tamil Nadu,Ramanathapuram,623401,1,0,0
23-09-2025,Tamil Nadu,Ramanathapuram,623406,1,0,0
23-09-2025,Tamil Nadu,Ramanathapuram,623503,1,0,0
23-09-2025,Tamil Nadu,Ramanathapuram,623521,1,0,0
23-09-2025,Tamil Nadu,Ramanathapuram,623523,1,0,0
23-09-2025,Tamil Nadu,Ramanathapuram,623534,3,1,0
23-09-2025,Tamil Nadu,Ramanathapuram,623537,1,0,0
23-09-2025,Tamil Nadu,Ramanathapuram,623703,1,0,0
23-09-2025,Tamil Nadu,Ramanathapuram,623704,2,2,0
23-09-2025,Tamil Nadu,Salem,636005,4,0,0
23-09-2025,Tamil Nadu,Salem,636010,2,0,0
23-09-2025,Tamil Nadu,Salem,636015,1,0,0
23-09-2025,Tamil Nadu,Salem,636102,2,0,0
23-09-2025,Tamil Nadu,Salem,636109,1,0,0
23-09-2025,Tamil Nadu,Salem,636110,4,0,0
23-09-2025,Tamil Nadu,Salem,636113,2,0,0
23-09-2025,Tamil Nadu,Salem,636114,2,0,0
23-09-2025,Tamil Nadu,Salem,636122,3,2,0
23-09-2025,Tamil Nadu,Salem,636201,2,0,0
23-09-2025,Tamil Nadu,Salem,636309,3,0,0
23-09-2025,Tamil Nadu,Salem,636351,1,1,0
23-09-2025,Tamil Nadu,Salem,636502,3,0,0
23-09-2025,Tamil Nadu,Salem,636503,2,0,0
23-09-2025,Tamil Nadu,Salem,636602,1,0,0
23-09-2025,Tamil Nadu,Sivaganga,630001,2,0,0
23-09-2025,Tamil Nadu,Sivaganga,630205,1,0,0
23-09-2025,Tamil Nadu,Sivaganga,630303,2,0,0
23-09-2025,Tamil Nadu,Sivaganga,630410,1,0,0
